id,slogan,main_heading,highlight_text,subtitle,background_image_url,background_image_alt,primary_button_text,primary_button_link,secondary_button_text,secondary_button_link,updated_at
1,We believe the choices you make today will define your tomorrow,Northwestern BC's Premier, Workplace Safety Training,Comprehensive safety courses designed for mining, forestry, construction, and industrial workers. Get certified with KIST and IVES approved programs.,/uploads/other/1750011620811-IMG_8439.JPG,Karma Training Hero Image,View Our 14 Courses,/courses,Contact Us,/contact,2025-08-01 22:29:41
